1.1.189.58:8080,socks5,0.178754
005.252.161.48:8080,socks5,0.210698
1.10.189.84:44452,socks5,0.163687
1.0.170.50:152,socks5,0.212443
1.179.147.5:52210,socks5,0.100901
1.0.161.108:4145,socks5,0.202683
1.10.189.133:50855,socks5,0.171984
1.0.209.68:4145,socks5,0.181697
05.252.161.48:8080,socks5,0.205679
1.0.170.50:80,socks5,0.22933
1.179.144.41:8080,socks5,0.11108
1.10.141.220:54620,socks5,0.196987
1.1.220.100:8080,socks5,0.217682
,socks5,0.224234
1.10.227.170:4145,socks5,0.108862
1.13.21.26:33080,socks5,0.130998
1.0.205.87:8080,socks5,0.222556
6
1.179.136.98:8080,socks5,0.118403
1.10.140.43:4145,socks5,0.202973
1.0.130.173:4153,socks5,0.237776
1.0.133.100:51327,socks5,0.213687
1.179.198.226:56428,socks5,0.108316
1.0.209.52:4145,socks5,0.199373
1.0.208.152:4145,socks5,0.235098
1.0.160.166:4145,socks5,0.259297
1.179.173.114:4153,socks5,0.116936
1.179.148.9:36476,socks5,0.146775
1.186.40.2:39651,socks5,0.102214
1.186.213.67:5678,socks5,0.130089
1.1.167.218:4145,socks5,0.321709
1.186.85.38:1111,socks5,0.069733
1.186.40.9:39651,socks5,0.077479
1.186.60.25:4153,socks5,0.072215
1.198.111.141:9999,socks5,0.065184
1.197.204.125:9999,socks5,0.081765
1.186.40.177:39651,socks5,0.209077
1.194.151.165:38801,socks5,0.099082
1.2.252.65:8080,socks5,0.064927
1.2.183.219:8080,socks5,0.070924
1.20.166.142:8080,socks5,0.08174
1.20.100.111:41480,socks5,0.092267
1.2.180.111:4145,socks5,0.122179
1.20.184.75:4153,socks5,0.065559
1.196.177.196:9999,socks5,0.179993
1.20.198.254:4153,socks5,0.079786
1.20.169.236:8080,socks5,0.09966
1.20.100.45:43943,socks5,0.123142
1.199.193.100:38801,socks5,0.203114
1.20.207.91:8080,socks5,0.094836
1.20.220.79:4145,socks5,0.07913
1.20.210.166:1080,socks5,0.113639
1.20.95.95:5678,socks5,0.094668
1.20.221.109:4145,socks5,0.098222
1.20.96.164:4153,socks5,0.096643
1.179.148.9:55636,socks5,0.423953
1.20.96.30:4153,socks5,0.090306
1.20.97.181:34102,socks5,0.079021
1.20.96.156:4153,socks5,0.113144
1.231.3.104:80,socks5,0.06426
1.32.57.85:5678,socks5,0.085917
1.33.205.107:8118,socks5,0.09476
1.186.85.2:1111,socks5,0.335572
1.179.180.98:4145,socks5,0.477878
1.32.59.217:47045,socks5,0.1182
1.224.3.122:3888,socks5,0.104402
1.10.189.156:51336,socks5,0.608279
1.20.169.144:8080,socks5,0.288399
1.4.157.35:36202,socks5,0.134547
1.4.198.131:8081,socks5,0.139164
1.4.214.148:5678,socks5,0.139856
101.108.28.114:8080,socks5,0.109058
1.53.137.92:4145,socks5,0.126161
101.108.100.33:8080,socks5,0.125271
1.57.21.59:7302,socks5,0.122106
1.9.167.35:60489,socks5,0.127862
101.108.201.103:4145,socks5,0.12595
101.109.152.183:8080,socks5,0.120743
1.9.167.36:60489,socks5,0.140683
100.19.135.109:80,socks5,0.139476
1.20.217.52:8080,socks5,0.316713
101.109.176.36:8080,socks5,0.121738
101.109.158.73:8080,socks5,0.134832
101.109.37.166:8080,socks5,0.134055
101.109.176.221:8080,socks5,0.150371
101.109.251.42:4145,socks5,0.157894
101.109.38.195:8080,socks5,0.124695
101.109.41.137:4153,socks5,0.083325
101.109.52.122:8080,socks5,0.06797
101.109.62.41:8080,socks5,0.072765
101.200.127.149:3129,socks5,0.082845
101.132.36.83:3129,socks5,0.09368
101.231.166.98:443,socks5,0.062447
101.205.122.115:7302,socks5,0.096422
101.255.117.242:8080,socks5,0.076464
101.255.125.57:4145,socks5,0.083587
101.255.117.2:51122,socks5,0.080571
101.255.140.101:1081,socks5,0.096727
101.255.151.1:3128,socks5,0.072102
101.255.164.58:8080,socks5,0.080391
101.255.164.145:3128,socks5,0.099326
101.255.171.202:1080,socks5,0.078485
101.255.54.188:1081,socks5,0.083452
101.51.105.41:4145,socks5,0.082371
101.51.106.70:39164,socks5,0.080203
101.51.121.203:4153,socks5,0.079646
101.51.121.29:4153,socks5,0.079229
101.228.77.198:4145,socks5,0.204702
101.34.225.139:9999,socks5,0.101513
101.108.88.207:4145,socks5,0.390252
101.51.121.3:4153,socks5,0.086988
101.51.139.179:8080,socks5,0.097513
101.51.139.81:8080,socks5,0.0959
101.51.141.122:4153,socks5,0.081546
101.51.141.17:4153,socks5,0.080463
101.51.141.19:4153,socks5,0.075564
101.51.141.2:4153,socks5,0.074741
101.51.141.81:4153,socks5,0.086428
101.51.165.172:8080,socks5,0.099776
101.51.240.79:8080,socks5,0.103824
101.51.244.224:8080,socks5,0.080221
101.53.154.137:2007,socks5,0.083527
101.53.154.137:2008,socks5,0.088051
101.53.154.137:2009,socks5,0.088768
101.51.55.153:8080,socks5,0.102154
101.96.123.21:1080,socks5,0.087558
101.53.154.137:2010,socks5,0.106542
101.32.48.146:80,socks5,0.298765
101.6.58.216:6666,socks5,0.117546
101.109.43.246:8080,socks5,0.427473
101.95.182.26:5678,socks5,0.117412
101.96.117.164:1080,socks5,0.12662
101.71.154.251:1080,socks5,0.157904
102.128.131.72:1080,socks5,0.12873
102.134.167.141:57932,socks5,0.122497
102.141.197.17:8080,socks5,0.098665
102.134.154.245:44550,socks5,0.129534
102.134.17.14:5678,socks5,0.145956
102.134.98.222:8081,socks5,0.140254
102.164.252.150:8080,socks5,0.127032
102.141.91.245:5678,socks5,0.143772
102.165.127.85:8080,socks5,0.133755
102.176.160.70:5678,socks5,0.160567
102.22.204.32:9999,socks5,0.112486
102.177.161.1:4145,socks5,0.135553
102.176.179.26:4153,socks5,0.17599
102.223.81.3:5678,socks5,0.119236
102.176.228.45:4145,socks5,0.144263
102.186.105.225:8118,socks5,0.132915
102.23.128.61:5678,socks5,0.120579
102.219.33.129:1080,socks5,0.127939
102.222.136.56:31,socks5,0.132107
102.217.78.239:9812,socks5,0.151735
102.244.192.150:8080,socks5,0.126684
102.219.33.118:1080,socks5,0.162924
102.36.209.185:5678,socks5,0.1226
102.223.49.74:8080,socks5,0.146036
102.36.127.249:1080,socks5,0.128577
102.36.134.30:5678,socks5,0.126092
102.38.14.157:8080,socks5,0.091794
102.38.17.121:8080,socks5,0.113571
102.45.15.176:8080,socks5,0.09072
102.38.50.65:4153,socks5,0.099676
102.38.5.161:8080,socks5,0.119589
102.66.104.192:9999,socks5,0.112556
102.66.163.52:9999,socks5,0.102428
102.66.108.1:9999,socks5,0.128203
102.66.225.186:5678,socks5,0.100993
102.66.228.34:5678,socks5,0.096066
102.66.225.102:5678,socks5,0.125587
102.66.228.121:5678,socks5,0.122921
102.66.233.169:5678,socks5,0.113269
102.66.228.114:5678,socks5,0.122807
102.66.228.36:5678,socks5,0.122523
102.66.237.6:5678,socks5,0.107042
102.66.234.90:5678,socks5,0.119937
102.67.3.195:5678,socks5,0.080769
102.66.237.3:5678,socks5,0.129434
102.68.128.214:8080,socks5,0.070546
102.68.128.210:8080,socks5,0.098188
102.68.128.212:8080,socks5,0.102649
102.68.128.215:8080,socks5,0.092705
102.68.128.211:8080,socks5,0.11142
102.68.128.216:8080,socks5,0.098289
102.68.130.18:162,socks5,0.061757
102.68.128.218:8080,socks5,0.091612
102.68.128.217:8080,socks5,0.12403
102.68.130.18:6666,socks5,0.065551
102.68.134.94:8080,socks5,0.066883
102.68.135.129:8080,socks5,0.065495
102.68.128.219:8080,socks5,0.103767
102.68.135.157:8080,socks5,0.09843
102.68.135.21:8080,socks5,0.077283
102.68.135.229:8080,socks5,0.094161
102.69.146.168:5678,socks5,0.097972
103.1.93.184:55443,socks5,0.089165
103.10.133.81:4153,socks5,0.080118
102.68.17.196:5678,socks5,0.109861
103.10.54.81:4153,socks5,0.099753
103.10.22.236:8080,socks5,0.098366
103.10.56.190:4153,socks5,0.096785
102.89.6.53:4153,socks5,0.12609
103.10.59.73:4145,socks5,0.086856
103.10.62.238:19833,socks5,0.105107
103.10.62.238:4145,socks5,0.107861
103.10.62.238:51630,socks5,0.082792
103.10.99.110:5678,socks5,0.096159
103.100.235.233:8080,socks5,0.105963
103.100.84.22:8080,socks5,0.086792
103.100.84.23:8080,socks5,0.11039
103.102.141.40:4145,socks5,0.090454
103.102.141.56:4145,socks5,0.080766
103.102.142.98:4145,socks5,0.073034
103.100.84.25:8080,socks5,0.12124
103.102.142.184:4145,socks5,0.095379
103.102.15.165:1080,socks5,0.100129
103.103.212.222:172,socks5,0.099104
103.103.212.222:53281,socks5,0.102365
103.103.3.6:8080,socks5,0.09842
103.103.88.162:8080,socks5,0.088973
103.104.13.163:8080,socks5,0.083578
103.104.215.234:5678,socks5,0.081166
103.104.119.130:34554,socks5,0.141733
103.105.125.6:83,socks5,0.097045
103.105.236.153:53977,socks5,0.089539
103.105.236.120:53977,socks5,0.091407
103.105.212.106:53281,socks5,0.095079
103.105.237.254:53977,socks5,0.090902
103.102.14.185:1080,socks5,0.259956
103.105.228.134:8080,socks5,0.121438
103.105.228.66:8080,socks5,0.102224
103.106.112.18:1234,socks5,0.075279
